,abstract,headline,pub_date
5073,estimates show much of the country is still susceptible to the kind of rapid spread that can put stress on hospitals and lead to worse outcomes for patients.,where people are most vulnerable to the delta variant,2021-07-29 12:20:13+00:00
5074,"after a two-day inspection, the f.d.a. said operations could start again at the emergent biosolutions site where johnson & johnson doses were contaminated.",a troubled vaccine plant in baltimore is given the go-ahead to reopen.,2021-07-29 13:40:11+00:00
5075,"across the continent, reaching vulnerable populations on the margins of society is a challenge. in brussels, the authorities are hoping mobile outreach teams can help.","covid vaccine effort in europe confronts anger, disinformation and suspicion",2021-07-29 14:27:06+00:00
5076,"with the games approaching their midway point, promises of a “safe and secure” event are being put to the test.","as covid cases hit record high in tokyo, can the olympic bubble hold?",2021-07-29 14:38:01+00:00
5077,"boosters may not be necessary yet, many experts say, and the pursuit of additional shots raises ethical questions.","some are chasing extra vaccine shots, while scientists debate",2021-07-29 15:15:19+00:00
5078,"president rodrigo duterte said filipinos who’ve refused to get vaccinated should not be allowed to leave their homes, and that the police should escort those back home who try to leave. legal experts have called the move unconstitutional.",philippine president warns of home detainment for vaccine refusers,2021-07-29 16:24:42+00:00
5079,whether booster shots are needed by older citizens is an issue that is far from settled among scientists.,israel will give third covid vaccine shots to those 60 and older.,2021-07-29 18:25:35+00:00
5080,"president biden announces that all civilian federal employees must receive the coronavirus vaccine or be forced to submit to regular testing, an effort designed to fight against the spread of the delta variant.",watch live: biden outlines next steps in coronavirus vaccine efforts,2021-07-29 19:00:19+00:00
5081,"prime minister naftali bennett of israel said the country would begin offering a third shot of the pfizer-biontech coronavirus vaccine to people over the age of 60, in an effort to slow the spread of the delta variant.",israel to offer third covid vaccine shot to those over 60,2021-07-29 20:17:48+00:00
5082,here’s what you need to know at the end of the day.,"vaccines, g.d.p., sunisa lee: your thursday evening briefing",2021-07-29 21:37:11+00:00
5083,"despite confusing health mandates and vocal opposition, many businesses are taking their own steps, including requiring vaccination proof to dine in.","as covid cases rise, restaurants once again scramble to impose rules",2021-07-29 22:15:09+00:00
5084,the geography of this wave is nakedly political.,how covid became a red-state crisis,2021-07-29 23:00:09+00:00
5085,biden’s vaccine push.,coronavirus briefing: what happened today,2021-07-29 23:19:59+00:00
5086,the president said those refusing to get a coronavirus shot should expect inconveniences as long as they decline a vaccine.,biden seeks to revive vaccine effort with new rules and incentives,2021-07-29 23:22:18+00:00
5087,attorney general merrick b. garland labeled the executive order mr. abbott issued on wednesday “both dangerous and unlawful.”,the justice dept. tells the texas governor his new covid rule restricting migrant transports violates federal law.,2021-07-29 23:29:20+00:00
5088,"infections in vaccinated americans are rare, compared with those in unvaccinated people, the document said. but when they occur, vaccinated people may spread the virus just as easily.",c.d.c. internal report calls delta variant as contagious as chickenpox,2021-07-30 04:19:53+00:00
5089,our states sometimes seem to be at war with each other as outbreaks flare. but this virus knows no boundaries.,don’t let the pandemic tear australia apart,2021-07-30 05:50:36+00:00
5090,"rising case counts and stagnant vaccination rates could prove equally frustrating for president biden and the g.o.p., making it impossible to shift the public’s attention to other priorities.",‘covid with a vengeance’ consumes u.s. politics,2021-07-30 09:00:15+00:00
5091,people with compromised immune systems and the unvaccinated make up a high percentage of patients who end up in the hospital.,here’s who is hospitalized for covid in new york city as cases rise,2021-07-30 09:00:21+00:00
5092,"cases have spread from the city of nanjing to several provinces and the capital, beijing, in the past three weeks.",an outbreak of the delta variant tests china’s zero-tolerance approach to the virus.,2021-07-30 09:05:20+00:00
5093,"an internal agency document paints a grim picture of the fast-spreading coronavirus variant, saying it appears to cause serious illness and health officials must “acknowledge the war has changed.”","the delta variant is a ‘serious threat’ as contagious as chickenpox, the c.d.c. finds.",2021-07-30 09:58:47+00:00
5094,there’s much to learn about how the virus spreads.,more covid mysteries,2021-07-30 10:13:05+00:00
5095,"people who once rejected the vaccine or simply waited too long are now grappling with the consequences, often in raw, public ways.",they spurned the vaccine. now they want you to know they regret it.,2021-07-30 13:50:47+00:00
5096,walmart’s mandate applies to office workers and traveling managers but not to store and warehouse employees. disney said it had begun conversations with unions to expand its requirement.,walmart and disney join a growing group of businesses requiring vaccines,2021-07-30 15:15:05+00:00
5097,"as cases surge, a doctor says that some people are pleading for discretion when they receive the vaccine, worried about what their friends and families will think.","some in missouri seek covid-19 shots in secret, doctor says",2021-07-30 15:21:02+00:00
5098,america’s tech companies have been leading the way for how large employers should aid in the country’s pandemic response.,credit to tech’s pandemic leadership,2021-07-30 16:22:16+00:00
5099,"since early july, the average number of coronavirus cases in new york city has quadrupled, from about 250 to more than 1,000 per day, as the more contagious variant delta has spread.",here’s who is hospitalized for covid in new york city.,2021-07-30 17:11:29+00:00
5100,doctors and nurses in a florida hospital thought the onslaught of coronavirus admissions had ended. now they need more intensive care beds.,"inside a covid i.c.u., hopes fade as patients surge in",2021-07-30 17:35:02+00:00
